Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score,Generos,Plataformas,Empresa,Titulos
Looney Tunes: Back in Action,GC,2003,Platform,Warner Bros. Interactive Entertainment,130000,30000,0,61,4,7,495,4010
Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,800000,0,10000,100,6,25,474,4607
Super Monkey Ball: Step & Roll,Wii,2010,Action,Sega,150000,190000,0,93,0,25,406,7146
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0,0,30000,50,3,16,317,7266
Congo Bongo,2600,1982,Action,Sega,370000,20000,0,50,0,0,406,1238
Doom 3: Resurrection of Evil,XB,2005,Shooter,Activision,530000,150000,0,53,8,28,21,1783
Disney's Chip 'n Dale: Rescue Rangers,NES,1990,Platform,Capcom,680000,140000,350000,88,4,11,82,1698
The House of the Dead 2,DC,1998,Shooter,Sega,0,0,260000,64,8,3,406,7526
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,0,0,80000,81,0,2,317,1427
Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2070000,2290000,240000,64,4,15,477,1282
Spy Kids 3-D: Game Over,GBA,2003,Platform,Disney Interactive Studios,240000,90000,0,86,4,6,121,6886
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,2000,Adventure,Sega,0,0,100000,47,1,3,406,6292
Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,Ubisoft,0,10000,0,62,3,29,474,5854
Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0,0,10000,98,2,25,277,4188
Naruto: Gekito Ninja Taisen! 4,GC,2005,Fighting,Tomy Corporation,0,0,320000,64,2,7,464,5083
WCW Nitro,N64,1998,Fighting,THQ,170000,40000,0,96,2,10,442,8259
TV Show King Party,Wii,2008,Puzzle,Ubisoft,180000,400000,0,76,5,25,474,7268
Disney Sing It! High School Musical 3: Senior Year,X360,2009,Misc,Disney Interactive Studios,90000,0,0,86,3,27,121,1679
Salon Superstar,DS,2009,Simulation,505 Games,70000,0,0,44,9,4,6,6299
Style Lab: Makeover,DS,2009,Simulation,Ubisoft,340000,30000,0,85,9,4,474,7047
Create,Wii,2010,Action,Electronic Arts,200000,20000,0,80,0,25,131,1305
Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,380000,50000,0,57,0,25,131,3004
Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,0,0,60000,54,3,18,254,5638
Polarium,DS,2004,Puzzle,Nintendo,130000,10000,110000,51,5,4,329,5622
Shonen Jump's One Piece: Grand Adventure,PS2,2005,Fighting,Namco Bandai Games,10000,10000,0,91,2,15,317,6561
NASCAR Heat 2002,PS2,2001,Racing,Infogrames,290000,230000,0,62,6,15,226,4831
Dora's Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,20000,10000,0,83,3,15,448,1793
Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0,0,30000,47,1,18,30,6286
FIFA 15,3DS,2014,Sports,Electronic Arts,90000,340000,0,74,10,2,131,2217
Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,50000,10000,0,74,10,10,442,830
Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,300000,190000,0,66,0,27,317,2116
Warriors Orochi 3,PSV,2013,Action,Tecmo Koei,0,0,70000,52,0,19,452,8343
NBA 07,PS2,2006,Sports,Sony Computer Entertainment,10000,10000,0,80,10,15,414,4843
Uta no * Prince-Sama,PSP,2010,Adventure,Broccoli,0,0,20000,49,1,18,75,8155
Robotech: Battlecry,PS2,2002,Shooter,TDK Mediactive,300000,230000,0,91,8,15,440,6100
Nodame Cantabile,PS2,2007,Misc,Banpresto,0,0,10000,74,3,15,61,5238
Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,50000,80000,0,70,10,27,254,5729
LEGO Jurassic World,3DS,2015,Action,Warner Bros. Interactive Entertainment,310000,230000,30000,40,0,2,495,3891
Minority Report: Everybody Runs,GC,2002,Action,Activision,80000,20000,0,71,0,7,21,4537
Otometeki Koi Kakumei * Love Revo,PS2,2006,Adventure,Interchannel,0,0,30000,77,1,15,228,5327
1701 A.D.,PC,2006,Simulation,Deep Silver,0,250000,0,88,9,13,115,25
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,10000,10000,0,64,10,15,479,737
The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0,0,20000,62,0,16,317,7541
Gensou Suikoden I & II,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,30000,44,7,18,254,2687
Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,940000,640000,0,79,3,14,414,3433
SplashDown,XB,2002,Racing,Atari,90000,20000,0,60,6,28,51,6852
Sonic PC Collection,PC,2009,Misc,Sega,0,40000,0,87,3,13,406,6763
God Hand,PS2,2006,Action,Capcom,0,0,70000,51,0,15,82,2754
Pet Vet: Down Under,DS,2009,Simulation,Deep Silver,40000,0,0,44,9,4,115,5466
Jikkyou Oshaberi Parodius,SNES,1995,Shooter,Konami Digital Entertainment,0,0,50000,52,8,22,254,3480
Ghostbusters: The Video Game,PSP,2009,Action,Atari,160000,10000,0,80,0,18,51,2707
Army Men: Green Rogue,PS,2001,Action,3DO,40000,20000,0,65,0,14,4,355
The Evil Within,PS3,2014,Action,Bethesda Softworks,260000,340000,130000,72,0,16,64,7485
Spawn: Armageddon,XB,2003,Action,Electronic Arts,130000,40000,0,68,0,28,131,6821
Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,0,0,270000,91,10,22,317,6685
Jampack Vol. 1,PS,1996,Misc,Sony Computer Entertainment,100000,70000,0,50,3,14,414,3426
Solitaire Overload,DS,2007,Misc,Telegames,390000,0,0,85,3,4,453,6735
Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games,0,0,120000,59,0,18,317,2910
Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0,0,80000,68,7,17,82,1908
Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment,0,0,20000,62,0,18,254,3780
UFC: Tapout,XB,2002,Fighting,Crave Entertainment,140000,50000,0,63,2,28,96,8089
Cranium Kabookii,Wii,2007,Misc,Ubisoft,130000,0,0,94,3,25,474,1277
RollerCoaster Tycoon 2,PC,2002,Strategy,Atari,1190000,50000,0,41,11,13,51,6147
428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Spike,0,0,40000,85,1,18,420,59
Tony Hawk's Project 8,PS2,2006,Sports,Activision,720000,30000,0,94,10,15,21,7914
Beyond Good & Evil,PS2,2003,Adventure,Ubisoft,160000,130000,0,92,1,15,474,629
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1900000,1130000,100000,70,8,15,131,3414
Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,960000,420000,80000,81,7,16,131,1830
Mario Party DS,DS,2007,Misc,Nintendo,4400000,1850000,1980000,100,3,4,329,4256
Homie Rollerz,DS,2008,Racing,Destineer,70000,0,0,78,6,4,117,3162
SingStar Queen,PS2,2009,Misc,Sony Computer Entertainment,80000,120000,0,77,3,15,414,6652
Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,Sony Computer Entertainment,300000,250000,0,77,8,16,414,5907
Carnage Heart EXA,PSP,2010,Strategy,ArtDink,0,0,20000,91,11,18,41,990
Dynasty Warriors,PSP,2004,Action,Tecmo Koei,180000,0,300000,63,0,18,452,2001
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,110000,96,1,6,329,2270
X-Men: The Official Game,X360,2006,Action,Activision,160000,0,0,65,0,27,21,8578
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,430000,400000,0,67,0,18,264,6965
MX vs. ATV Untamed,PSP,2007,Racing,THQ,350000,180000,0,82,6,18,442,4122
OkamiDen,DS,2010,Adventure,Capcom,210000,60000,130000,53,1,4,82,5274
Bodycount,PS3,2011,Shooter,Codemasters,50000,50000,0,87,8,16,88,739
Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,250000,0,0,45,7,27,422,2413
RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,320000,70000,0,45,6,10,329,5852
StarBlade Î±,PS,1995,Shooter,Sony Computer Entertainment,0,0,150000,44,8,14,414,6967
Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,Konami Digital Entertainment,0,0,110000,58,10,7,254,3514
The Chronicles of Riddick: Escape from Butcher Bay,XB,2015,Shooter,Vivendi Games,320000,110000,0,64,8,28,492,7462
Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,0,0,200000,44,7,22,423,8011
WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ,190000,70000,0,69,2,6,442,8281
Super Mario 64,DS,2004,Platform,Nintendo,5010000,3070000,1250000,79,4,4,329,7118
Angry Birds Star Wars,3DS,2013,Strategy,Activision,150000,150000,0,77,11,2,21,268
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,70000,0,0,82,2,18,217,7565
RLH: Run Like Hell,XB,2003,Shooter,Avalon Interactive,30000,10000,0,96,8,28,54,5847
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,820000,380000,0,63,0,28,21,6937
College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,200000,0,0,45,10,27,448,1200
Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,40000,90,10,18,19,8430
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008,Adventure,Tecmo Koei,0,0,70000,46,1,4,452,1363
America's Next Top Model,Wii,2010,Action,Crave Entertainment,70000,0,0,86,0,25,96,247
Turn It Around,DS,2006,Action,505 Games,30000,0,0,85,0,4,6,8056
Big League Sports,Wii,2008,Sports,Activision,90000,10000,0,62,10,25,21,641
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,20000,0,40000,79,0,19,502,2061
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0,60000,0,52,0,13,495,3943
Destiny,PS3,2014,Shooter,Activision,680000,560000,120000,78,8,16,21,1569
Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,90000,0,0,44,0,25,254,7938
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,240000,70000,0,94,10,28,448,4197
San Goku Shi Taisen DS,DS,2007,Strategy,Sega,0,0,160000,42,11,4,406,6334
Skylanders: Spyro's Adventure,PC,2011,Action,Activision,50000,30000,0,46,0,13,21,6680
Winning Post,SNES,1993,Sports,Tecmo Koei,0,0,530000,49,10,22,452,8423
Rock Band Country Track Pack 2,Wii,2011,Misc,MTV Games,80000,0,0,85,3,25,268,6115
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,2008,Misc,D3Publisher,0,0,80000,93,3,4,104,3134
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0,0,40000,73,2,18,277,3668
Tetris,GB,1989,Puzzle,Nintendo,23200000,2260000,4220000,78,5,5,329,7412
Skylanders: SuperChargers,PS3,2015,Action,Activision,160000,150000,0,79,0,16,21,6681
NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,120000,10000,0,99,10,10,17,4876
Sleeping Dogs,X360,2012,Action,Square Enix,380000,400000,10000,91,0,27,422,6690
Xblaze: Lost Memories,PSV,2015,Adventure,Arc System Works,10000,0,0,75,1,19,38,8591
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,40000,20000,0,75,6,6,509,2484
Madagascar,XB,2005,Platform,Activision,210000,60000,0,77,4,28,21,4138
Lupin Sansei: Shijou Saidai no Zunousen,DS,2010,Adventure,Namco Bandai Games,0,0,70000,83,1,4,317,4064
X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,Activision,250000,10000,0,48,7,18,21,8569
Imagine: Detective,DS,2009,Simulation,Ubisoft,140000,10000,0,47,9,4,474,3276
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,350000,130000,0,57,0,29,495,7576
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,260000,200000,0,96,0,15,492,7547
Treasure Chase,DS,2011,Puzzle,Storm City Games,20000,0,0,76,5,4,428,8009
Railfan,PS3,2006,Simulation,Ongakukan,0,0,10000,74,9,16,345,5871
The X-Factor,Wii,2010,Misc,Deep Silver,0,280000,0,91,3,25,115,7752
NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1620000,260000,50000,88,10,16,448,4849
Zumba Fitness,X360,2010,Sports,505 Games,1740000,450000,0,82,10,27,6,8755
Shovel Knight,WiiU,2015,Platform,Yacht Club Games,50000,40000,0,46,4,26,503,6567
E0: Enemy Zero,SAT,1996,Adventure,Sega,0,0,410000,72,1,20,406,2032
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,60000,42,7,16,332,7514
Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,2500000,3450000,5330000,96,9,4,329,276
Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,0,0,100000,47,1,4,254,5445
Metro: Last Light,PC,2013,Action,Deep Silver,60000,110000,0,56,0,13,115,4470
NBA Live 16,PS4,2015,Sports,Electronic Arts,100000,40000,0,61,10,17,131,4890
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,0,0,60000,100,9,15,254,2883
Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts,20000,230000,0,44,6,13,131,5120
Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,0,40000,570000,40,0,16,475,8343
Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive,100000,20000,0,99,8,27,448,774
Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,90000,60000,0,85,6,14,99,5268
Arctic Tale,Wii,2007,Adventure,Zoo Digital Publishing,40000,0,0,40,1,25,509,321
Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,DTP Entertainment,0,0,0,80,10,15,107,7070
Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,360000,250000,0,90,10,14,12,281
Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3220000,1690000,0,86,9,13,296,4488
Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,30000,20000,0,61,7,15,414,1963
Yoshi's New Island,3DS,2014,Platform,Nintendo,480000,530000,280000,77,4,2,329,8642
Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0,40000,10000,87,0,27,452,8347
GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts,280000,70000,0,90,8,7,131,2788
NBA 2K17,PS3,2016,Sports,Take-Two Interactive,60000,40000,0,50,10,16,448,4854
The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,310000,350000,0,41,0,16,21,7434
Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1580000,640000,0,56,6,14,131,5110
Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0,0,30000,55,9,18,157,339
Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,490000,20000,0,65,10,27,131,7781
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,70000,50000,30000,76,7,16,332,8020
Shooter: Starfighter Sanvein,PS,2000,Shooter,Midas Interactive Entertainment,10000,10000,0,55,8,14,297,6565
Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,130000,100000,0,85,9,15,474,5492
NCAA Football 10,PS3,2009,Sports,Electronic Arts,750000,0,0,52,10,16,131,4926
NBA Live 2003,XB,2009,Sports,Electronic Arts,310000,40000,0,69,10,28,131,4893
Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,100000,0,0,45,0,18,254,5994
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,100000,10000,140000,66,7,2,53,2138
WWE 2K17,XOne,2016,Sports,Take-Two Interactive,120000,120000,0,59,10,29,448,8276
3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,360000,110000,30000,56,7,16,419,48
Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,40000,110000,220000,84,7,17,422,1876
MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,190000,410000,0,46,1,18,414,4355
LEGO The Hobbit,WiiU,2014,Action,Warner Bros. Interactive Entertainment,90000,110000,0,49,0,26,495,3906
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,40000,10000,0,77,8,7,474,7870
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,30000,0,70,10,17,152,7969
Myst,PS,1995,Adventure,Psygnosis,0,0,70000,60,1,14,378,4796
Bakugan: Battle Brawlers,PS2,2009,Action,Activision,210000,160000,0,79,0,15,21,471
NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,140000,0,0,60,10,16,414,4845
Dead in the Water,PS,1999,Action,ASC Games,30000,20000,0,91,0,14,12,1483
Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,20000,20000,0,88,0,15,448,2734
Avatar: The Game,PC,2009,Action,Ubisoft,0,40000,0,82,0,13,474,432
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1750000,520000,330000,73,0,6,329,7598
Spider-Man: Friend or Foe,DS,2007,Action,Activision,430000,0,0,95,0,4,21,6841
Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,40000,10000,0,91,6,7,21,8561
Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami Digital Entertainment,0,0,30000,76,1,19,254,5213
Resident Evil Chronicles HD,PS3,2012,Shooter,Capcom,0,0,90000,96,8,16,82,6010
Perfect Weapon,PS,1996,Action,American Softworks,130000,90000,0,58,0,14,33,5452
Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,40000,0,0,97,10,25,419,5547
WWE All Stars,PS3,2011,Fighting,THQ,160000,180000,0,91,2,16,442,8277
Half-Life 2,PC,2004,Shooter,Vivendi Games,2280000,20000,80000,62,8,13,492,2951
Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment,160000,0,0,80,10,25,174,832
Kamaitachi no Yoru 2,PS2,2002,Adventure,ChunSoft,0,0,360000,74,1,15,84,3628
NCAA March Madness 08,X360,2007,Sports,Electronic Arts,200000,0,0,51,10,27,131,4943
AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0,0,80000,72,1,16,317,88
F-1 Grand Prix,SNES,1992,Racing,Video System,0,0,280000,44,6,22,486,2182
Mario Sports Mix,Wii,2010,Sports,Nintendo,880000,440000,630000,61,10,25,329,4260
Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,190000,20000,0,65,1,25,21,5553
Command & Conquer,N64,1999,Strategy,Nintendo,220000,50000,0,100,11,10,329,1213
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,30000,20000,60000,51,0,17,452,6323
Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,0,0,120000,66,8,6,254,2280
Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,130000,70000,10000,62,0,26,121,2121
Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,Sega,0,0,230000,60,10,15,406,5754
Let's Ride! Dreamer,GBA,2005,Adventure,DTP Entertainment,50000,20000,0,85,1,6,107,3957
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,80000,20000,0,76,8,28,217,4463
Exit DS,DS,2008,Puzzle,Square Enix,90000,0,10000,44,5,4,422,2167
Racquet Sports,PS3,2010,Sports,Ubisoft,110000,170000,0,89,10,16,474,5860
Funky Barn,3DS,2012,Simulation,Ubisoft,70000,30000,0,89,9,2,474,2571
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,40000,130000,0,44,0,13,474,7881
Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,290000,200000,0,89,8,14,414,7239
Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0,0,40000,40,10,25,254,3482
Night at the Museum: Battle of the Smithsonian,Wii,2009,Action,Majesco Entertainment,170000,130000,0,91,0,25,272,5188
Harry Potter and the Goblet of Fire,PS2,2005,Action,Electronic Arts,540000,20000,0,45,0,15,131,3002
Madden NFL 07,GBA,2006,Sports,Electronic Arts,20000,10000,0,78,10,6,131,4142
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,0,0,50000,86,0,4,210,4437
Battlefield 4,X360,2013,Shooter,Electronic Arts,2150000,1010000,20000,44,8,27,131,578
Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,70000,30000,0,71,4,6,254,1019
Minecraft,WiiU,2016,Misc,Microsoft Game Studios,280000,170000,180000,94,3,26,296,4523
The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,30000,20000,0,65,6,15,317,7492
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007,Misc,Benesse,0,0,100000,55,3,4,62,3734
Bulletstorm,PS3,2011,Shooter,Electronic Arts,230000,200000,10000,90,8,16,131,855
Spore Hero Arena,DS,2009,Simulation,Electronic Arts,180000,0,0,89,9,4,131,6875
Rollcage,PS,1999,Racing,Psygnosis,120000,80000,0,79,6,14,378,6145
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,100000,80000,0,50,4,15,21,5554
.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,490000,380000,260000,43,7,15,51,3
Desire,SAT,1997,Adventure,Imadio,0,0,140000,58,1,20,219,1566
Action Force,2600,1982,Action,CPG Products,500000,30000,0,60,0,0,80,120
Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,30000,20000,0,43,3,15,495,2527
Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,Misc,Namco Bandai Games,0,0,200000,76,3,15,317,7295
Angry Birds Trilogy,3DS,2012,Action,Activision,380000,200000,0,74,0,2,21,269
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0,0,80000,99,7,18,36,1989
Spider-Man 3,Wii,2007,Platform,Activision,420000,20000,0,79,4,25,21,6838
Let's Ride! Friends Forever,DS,2008,Adventure,THQ,70000,0,0,40,1,4,442,3958
Samurai Shodown Anthology,PSP,2008,Fighting,Ignition Entertainment,80000,0,0,79,2,18,217,6313
Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment,160000,130000,0,45,0,15,414,1727
ESPN NFL 2K5,XB,2004,Sports,Sega,1540000,20000,0,52,10,28,406,2049
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,490000,20000,0,48,7,15,131,7623
Alice in Wonderland,DS,2010,Adventure,Disney Interactive Studios,250000,170000,0,78,1,4,121,196
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,1810000,520000,0,97,2,15,298,4673
Cars: Mater-National Championship,DS,2007,Racing,THQ,630000,0,0,90,6,4,442,1000
Battleborn,XOne,2016,Shooter,Take-Two Interactive,100000,40000,0,77,8,29,448,568
SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,360000,10000,0,68,0,15,442,6868
Tekken 6,PSP,2009,Fighting,Namco Bandai Games,150000,30000,100000,73,2,18,317,7373
Domino Rally,Wii,2007,Action,Nordcurrent,50000,0,0,50,0,25,336,1757
Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,60000,10000,0,54,4,25,492,3257
Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,140000,10000,310000,53,0,16,452,2019
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1510000,1120000,10000,84,8,15,21,949
Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0,0,60000,81,10,18,254,5669
Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009,Role-Playing,Starfish,0,0,20000,56,7,18,425,2095
Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,50000,0,43,6,13,131,5125
Jambo! Safari Animal Rescue,Wii,2009,Simulation,Sega,70000,10000,0,77,9,25,406,3413
Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0,0,170000,97,2,15,317,5068
Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0,0,40000,87,1,2,317,2931
Dream Dancer,DS,2001,Misc,Unknown,10000,0,0,79,3,4,478,1931
