description,country,variety
Orange blossom nectarine and almond skin aromas are true to the grape and inviting. The palate maintains a light juicy citric feel as it delivers flavors of melon apple and banana. Fresh and forward with a hint of heat and bitterness to the finish.,Argentina,Torrontés
Melon and stone-fruit aromas are minerally and mild with no overt fruit or oaky aromas sticking out. Crisp citric and still a touch oily in feel this tastes of briny citrus fruits popcorn and salt. On the finish this shows good body along with lasting salty citrus flavors.,Argentina,Chardonnay
Soupy berry aromas with cheesy oak notes make for an earthy challenging nose. This feels full grabby and highly tannic. Medicinal berry and cherry flavors are accented by brown-sugar sweetness and chocolaty spice on the finish.,Argentina,Cabernet Sauvignon
Olive blackberry and toasty oak all give hope but when this wine crosses the palate the acidity is so intense that it causes you to take count of your cheeks tongue and teeth. On one hand there's blackberry and cassis flavors to enjoy; on the other the mouthfeel leaves you roughed up. Imported by Pernod Ricard USA.,Argentina,Malbec
The ultimate patio/terrace wine has been found and it's Urban from O. Fournier. True as can be with lychee acacia and green melon aromas and flavors this wine is plump but refreshing with honest Cafayate character. Maybe the best under-$10 white wine being made in Argentina.,Argentina,Torrontés
Big and strong with full but easy black-fruit aromas. Ripeness is where it should be as cassis and berry flavors work the consistent palate before giving way to a medium-long finish. Along the way there are hints of herbs coffee and cherry cough drop.,Argentina,Cabernet Sauvignon
Funky green aromas ride high atop stewed plum cardamom and coffee grounds. This wine feels saturated and jammy as if it were spreadable. Herbal berry and juniper flavors are borderline weedy and it tastes green on the finish.,Argentina,Malbec
Saline-based aromas suggest sea shells accompanied by notes of vanilla and stone fruits. This wine has a lively yet full palate that fits the Tupungato style. A layer of oak flavor sits atop pineapple melon and peach notes. It's woody and tastes of honeyed tropical fruits on the finish.,Argentina,Chardonnay
Savory grapy aromas include gamy notes and an herbal influence. A choppy abrupt palate is gravelly in feel. Herbal plum and cranberry flavors are meaty and a touch green on the finish. For a Malbec that's not just about black fruits and oak give this a shot.,Argentina,Malbec
Black cherry blackberry and marzipan aromas are full lusty and inviting. This has a chewy full-bodied and layered mouthfeel to go with the dark-fruit flavors that are aided by spice notes. A peppery chocolaty finish is solid ripe and friendly. Drink through 2020.,Argentina,Malbec
Deep cool aromas of cola and toast blend with sweeter notes of maple and blackberry on this lush full-bodied Malbec. Flavors of blackberry boysenberry coffee mocha and black pepper finish nicely on a well-cut well-proportioned finish. Drink through 2020.,Argentina,Malbec
Grainy woody aromas of vanilla and pencil lead control the nose of this saturated blend of Malbec and Cab Franc. At a whopping 15.8% abv one shouldn't be shocked by syrupy weight and head-to-toe sweetness. Additional flavors of maple char and baked black fruits finish heavy with notes of burnt toast and black licorice. Drink through 2021.,Argentina,Malbec-Cabernet Franc
Big dark and masculine with minty chocolaty robust aromas and plenty of residual oak. Calling this wine a “load” is an understatment; it's massive with flavors of blackberry gumball cassis pepper and mint. Finishes that way too. A brawny wine that's in its prime. Drink now through 2013.,Argentina,Syrah-Malbec
Lusty deep Malbec from Patagonia. The nose is a puddle of rich berry spice and chocolate while the palate is snappy and alert even if the flavors veer toward roasted black fruits sweetness cola and sautéed mushroom. A bit tannic and biting on the finish with earth and oak standing out.,Argentina,Malbec
Intense and extracted but also well balanced and smooth with minerality and asphalt on the nose. The palate mixes deep black fruit weight and flavors with snappy acids and overall this is bright bullish and full of berry and black cherry along with chocolate. A ripe satisfying wine for the money.,Argentina,Bonarda
This new wine from importer Bart Broadbent offers cherry raspberry and plum aromas along with a touch of well-applied oak. It's a little tannic and biting in the mouth but with food that should be no issue. Flavorwise it's dealing slightly burnt notes atop full-fledged black cherry and wild berry. A firm edgy wine with many good qualities.,Argentina,Malbec
Fairly large dark and extracted but also lush and rich with aromas of raisin and stewed blackberry. The palate is rich to the point of almost being heavy while the flavors of blackberry and roasted black plum are mildly leathery and salty. Nice big meaty and tasty for the price.,Argentina,Syrah
At 50% Cab and 50% Malbec this wine runs outside the mainstream for Argentina. It's dark in color but slightly green and stemmy on the nose. The palate offers a solid mouthfeel with flavors of baked berry fruit earth and carob. It's sweet at its core but mildly bitter and candied on the finish. Good but struggles to find a pleasurable sweet spot.,Argentina,Bordeaux-style Red Blend
Nice enough but not all that varietal in terms of aromas flavors or anything. There's big red and black fruit aromas and flavors along with firm tannins extract and some pepper. It's rich and chewy but also tannic and fairly regular. For the price it should not disappoint.,Argentina,Cabernet Sauvignon
Quite neutral and distant on the nose with dry apple flavors working the soft balanced palate. There are complexities such as white pepper and nutty nuances but in the end it's an average sparkler with a controlled approach. Good for Argentina but probably not ready to compete with the world's best $20 sparkling wines.,Argentina,Sparkling Blend
Oily match-stick aromas are none too friendly and not a lot improves as this unfolds. The palate is adequate in feel but the flavors are bitter and oily while the finish is nothing but bitter.,Argentina,Torrontés
Grapy aromas of violet petal and blackberry are gritty and earthy. This feels outright tannic and edgy. Herbal lightly green flavors of roasted black fruits settle on chocolate spice and more herbs on a powerful but hot finish.,Argentina,Malbec
Full berry aromas are fresh but come with a lot of oak and spice. In the mouth this Syrah (with 3% Viognier) is chewy and a bit syrupy with minty spicy flavors derived from loud oak. On the finish it dries out and turns warm-to-hot as it fades away. A joint-venture wine between Trapiche and Joey Tensley of California.,Argentina,Syrah-Viognier
Woodsy and warm on the bouquet this has cedary toasty aromas augmenting notes of milk chocolate and berry fruit. It feels heavy with berry leather and herb influences. This is big and oaky on the finish.,Argentina,Syrah
This has simple aromas of plum berry and sweet vanilla. The palate feels fresh with a citrusy bounce and flavors of raspberry red plum and mellow spice. The finish is sweet and comported.,Argentina,Malbec
Dusty citrus aromas show a hint of butterscotch. This feels about right with modest lift coming from mild acidity. Dry simple flavors of white pepper and generic bitterness close this out.,Argentina,Sparkling Blend
Minty oak aromas are the greeting on this herbal and foxy Malbec that feels crisp and chippy due to high acidity and grating tannins. Flavors of herbal berry and plum are oaky and a touch hot while rubbery tannins and herbal berry leftovers drive the finish.,Argentina,Malbec
We haven't seen much improvement in this wine since the 2003 vintage. It's still lacking forward ripe fruit and instead shows more leather and drying firm tannins. Shows glimpses of higher quality but can't support them.,Argentina,Malbec
Concentrated and intense but typical of Bonarda this is a fierce wine with a rock-hard mouthfeel and slightly tart limited raspberry flavors. Not exactly sour but it makes your mouth seize up and take notice.,Argentina,Bonarda
