description,country,variety
Fresh pineapple peach and blossom notes contrast spicy dashes of saffron fennel and pollen throughout this Grauburgunder or Pinot Gris. Cutting lemon-lime notes lend a razor's edge to palate that's supple and rich. It's an elegantly composed wine with a curious yet intriguing personality.,Germany,Grauburgunder
Semi-sweet in style with a ripe intensely fruity palate this delicate little Riesling is surprisingly complex with layers of wax honey and lemon-pith that reverberate on a brisk minerally palate.,Germany,Riesling
Notes of hay pollen and beeswax add a savory honeyed tone to this exquisitely dainty Riesling. The palate is intensely packed with sweet citrus fruit but it's balanced with striking acidity and a shower of minerality on the finish.,Germany,Riesling
Hints of spice and pollen add dimension to ripe peach apple and honey notes on this decadent but composed Riesling. It's lip-smackingly sweet on the attack but sharp steely acidity and hints of tea leaf extend long on the finish.,Germany,Riesling
Scents of tangerine peel and lanolin add a spicy complexity to intensely fruity sweet peach and nectarine flavors on this gorgeously honeyed yet easy-drinking Riesling. Striking lemon acidity and crushed stone notes add delicacy and nuance to the finish.,Germany,Riesling
This dry remarkably minerally Riesling highlights tones of granite and wet slate against a backdrop of fresh apple lemon and tangerine. It's broad and textural on the palate with sharp lime juice acidity and a hint of lemon pith and herb on the finish.,Germany,Riesling
Tantalizing spice notes mix with aromas of quince and lanolin on this fabulous bargain Riesling. While intensely tropical on the palate it's remarkably nuanced with hints of potpourri white flowers and a sharp steely acidity. Perfect as an aperitif or paired with spicy herbaceous Asian cuisine.,Germany,Riesling
A tinge of white flower mingles with notes of honeycomb and lemon rind on this beautifully complex semi-dry Riesling. The palate is rich with sweet yellow peach and honey flavors balanced by citrus acidity and a bristle of black-tea astringency.,Germany,Riesling
Notes of lemon and cherry blossom brighten tones of crushed stone and slate on this semi-dry Riesling. Juicy and ripe with flavors of melon and white peach it's intensely fruity and floral but honed with reverberating minerality on the finish.,Germany,Riesling
Hints of crushed slate lend a smoky flinty character to concentrated flavors of tangerine and quince preserve in this beautiful off-dry Riesling. It's intensely fruity but anchored in minerality from start to finish.,Germany,Riesling
Zesty aromas of lemon and tangerine are accented by musky exotic notes of saffron and pollen on this beautifully multifaceted spätlese. Brisk citrusy acidity adds zip to honeyed orange and tea notes on the palate lingering long on with hints of blossom and herb.,Germany,Riesling
Hints of honey lend warmth to zesty aromas of lemon lime and tangerine on this dry steely wine. The palate is delicate with tart notes of yellow peach and quince but textured with streaks of mineral. Honed lemon-lime acidity leads a long bracing finish.,Germany,Riesling
Dried orange zest and lanolin lend a spicy earthen tone to lush pink-grapefruit flavor in this powerfully structured dry Riesling. It's unabashedly bold on the palate with a delicious sleek minerality that's cut with intense lemon-lime acidity.,Germany,Riesling
Hints of graphite and dried herbs add complexity to bright cherry and plum flavors on this elegant showcase for German Pinot Noir. The palate is concentrated with ripe fruit brisk acidity and a focused minerality with a hint of saline on the finish.,Germany,Pinot Noir
Dusty earth and smoke notes lend a mysteriously dark tone to delicate berry and dried apricot notes in this dry yet rich Riesling. It's savory and earthy with a creamy textured mouthfeel balanced by brisk lime acidity.,Germany,Riesling
While lithe on the nose with understated red-fruit aromas this shows a palate that's nicely concentrated with crisp red-cherry and plum flavors laced with an invigorating shower of minerality and acidity.,Germany,Pinot Noir
Zesty lime cuts razor-sharp edges into this buoyant fruity Riesling full of white peach apple and honeysuckle notes. Delicately honeyed it's piercing yet lip-smackingly juicy finishing on a lingering spray of green florals. It's an elegant tightly structured wine that's stunning now but will hold nicely through 2020.,Germany,Riesling
Whiffs of freshly pressed apple cider and honey lend a rustic homey appeal to this brisk off-dry Riesling. It's juicy and thirst quenching with a revitalizing lemonade finish. Drink now through 2019.,Germany,Riesling
Whiffs of petrol herb and spice lend savory tones to a palate that's chock full of pristinely ripe grapefruit peach and nectarine flavors. It's dry in style but richly textured on the palate with generous acidity that reverberates on the finish.,Germany,Riesling
White floral and peach notes bound from the glass of this gorgeously feminine Riesling. It's intensely ripe with peach and melon flavors but dry and mineral laden on the palate. Finishes long with a kiss of spring blossoms and a shock of lemon-lime acidity.,Germany,Riesling
Pretty violet and bright green-herb notes add freshness to rich black-cherry and plum flavors in this boldly concentrated yet softly framed wine. It's delicately oaked with brisk acidity that counters a lusciously full-bodied palate and a flurry of soft tannins lingers on the finish.,Germany,Spätburgunder
Despite a tropical nose reminiscent of sun-ripened pineapple this off-dry Riesling is cutting and crisp full of tart nectarine and apricot flavors. It's not a richly concentrated wine but elegant and brisk. The finish is moderately long ending on delicate blossom tone.,Germany,Riesling
Green herbal notes are prominent on this brisk savory Riesling. Lemony acidity and hints of bitter lime pith add a stark refreshing quality that would accompany rich goat cheese or cured meats quite well.,Germany,Riesling
Wisps of smoke offer a savory introduction to this semi-sweet Riesling full of honey and yellow peach flavors. It's straightforward in style yet unabashedly tasty with ripe lush fruit countered by a shock of tangerine acidity. Finishes moderately long with lingering hints of pollen and honeysuckle.,Germany,Riesling
There's an intense minerality that reverberates from nose to finish on this off-dry Riesling. On the palate sunny lemon and honey notes are accented by a steely streak of lime and steel that linger on the finish.,Germany,Riesling
Orange blossom and berry aromas are accented by hints of spice and smoke on this powerful but elegantly finessed Riesling. It's dry in style but builds in heft and richness on the palate amassing flavors of tangerines peach and honey. A line of steely lime acidity adds balance and cut.,Germany,Riesling
Intense whiffs of tangerine and lemon zest perfume this aromatic Riesling. It's dry on the palate but ripe and expansive in feel with juicy concentrated white grapefruit and pear flavors. It finishes long and lean with a distinctly mineral tone.,Germany,Riesling
Saffron and orange rind lend spicy zest to honey and floral tones on this gorgeously rich auslese. It's luscious with sweet yellow peach and caramel flavors but struck with a clean line of tangerine acidity. Bold and powerful in concentration it finishes with just a hint of tea-leaf astringency.,Germany,Riesling
Whiffs of smoke and mineral lends complexity to pretty white peach and floral tones on this dainty off-dry Riesling. It's juicy with stone fruit but maintains that streak of minerality and a clean focused acidity that leads to a long dry finish.,Germany,Riesling
Unctuous mango and peach flavors are accented by hints of candle wax and dried herbs on this delicate but intensely concentrated Riesling. Silky and sweet in texture it's brightened by streaks of orange acidity and touches of saffron and lemon peel that linger on the finish.,Germany,Riesling
