Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Critic_Score,Generos,Plataformas,Empresa,Titulos
2006,240000,10000,0,72,10,27,131,2223
2006,0,40000,0,51,6,13,131,5113
2001,0,0,350000,86,11,6,61,7159
2012,0,0,20000,53,11,18,245,7032
2005,70000,60000,0,93,7,15,6,8407
2004,100000,30000,0,100,10,28,406,2045
2015,2070000,1710000,80000,56,0,17,414,8127
1996,10000,10000,0,77,4,14,378,7431
1993,0,0,190000,60,9,22,205,7765
2003,20000,10000,0,71,3,15,239,2570
2014,0,10000,0,77,0,2,317,8446
2011,0,0,100000,56,1,18,245,7824
2007,460000,10000,0,85,10,4,474,3282
2005,0,0,50000,90,9,7,329,1410
2010,0,0,60000,52,2,25,447,5063
2008,100000,0,0,91,9,4,107,4761
2012,50000,0,0,63,4,25,478,2458
2004,120000,30000,0,55,10,28,131,4999
2012,0,0,110000,94,1,16,7,6104
2011,0,20000,0,64,5,4,478,4805
2013,0,0,120000,65,0,18,75,8156
2007,0,0,60000,83,2,4,447,3674
2006,70000,0,0,91,10,27,448,5004
2004,160000,50000,0,60,0,28,21,7383
1996,460000,310000,0,86,1,14,230,1012
2011,380000,320000,0,72,4,27,474,5931
2016,0,30000,0,68,10,13,152,5721
2006,780000,370000,300000,64,7,25,329,5586
2014,0,0,110000,59,3,26,317,7283
2002,50000,10000,0,95,6,7,131,1042
2016,10000,10000,0,58,7,29,152,7722
2006,240000,0,0,72,10,18,131,4980
2006,200000,160000,0,67,3,15,414,889
2009,100000,0,0,72,4,27,495,8379
2003,30000,10000,0,71,8,7,442,5971
2007,0,220000,50000,97,10,25,329,5787
2015,80000,150000,0,79,6,29,88,2203
2011,400000,230000,0,100,9,13,131,7688
2012,0,0,70000,75,7,19,148,7586
2002,190000,150000,0,62,0,15,406,3057
2006,0,0,120000,65,9,4,267,5257
2002,50000,20000,0,96,6,6,442,2599
2010,0,0,30000,63,1,15,215,6215
2014,30000,0,0,74,11,17,452,5235
2008,60000,0,0,64,0,4,429,7844
1997,350000,80000,0,97,8,10,168,1973
2010,0,0,30000,74,9,4,254,2774
1996,70000,50000,0,85,6,14,161,863
2004,330000,120000,0,77,4,6,442,7302
2011,0,0,810000,87,7,18,478,2400
2012,0,0,140000,92,0,16,82,5273
1998,60000,20000,130000,88,4,10,254,2770
2003,40000,10000,0,73,7,7,474,4335
2003,30000,10000,0,94,4,6,51,7206
2008,0,0,10000,70,7,4,427,3820
2008,70000,50000,0,81,0,15,82,5295
2004,1020000,380000,0,60,4,6,442,7712
2016,0,0,60000,100,3,16,317,7186
2003,20000,20000,0,70,0,15,406,6881
2002,20000,0,0,87,10,7,254,2046
2006,120000,510000,0,55,5,18,414,3947
2015,360000,410000,50000,60,8,17,448,2155
2001,40000,10000,0,81,10,7,17,4974
2003,440000,340000,250000,74,0,15,21,7385
2005,70000,0,0,51,4,18,317,5379
2012,0,0,590000,89,0,16,406,8609
2000,0,0,330000,68,9,14,254,1399
2009,0,50000,0,76,1,25,70,4724
2010,30000,0,0,66,3,25,94,8776
1992,390000,70000,320000,56,4,11,82,4365
2005,110000,40000,0,74,3,6,478,1006
2007,0,0,20000,66,3,15,406,3536
1985,29080000,3580000,6810000,76,4,11,329,7122
1998,810000,760000,700000,98,0,14,82,1637
2009,110000,90000,0,93,0,27,104,611
2008,0,0,80000,61,0,4,317,3720
2008,0,0,320000,50,3,4,210,4590
2003,40000,10000,0,89,10,28,21,8303
2008,70000,0,0,99,1,4,172,1179
2007,380000,500000,0,71,2,25,442,8282
2008,120000,0,0,100,3,4,474,5826
2005,680000,380000,0,57,0,28,474,7882
2006,10000,20000,0,61,0,13,492,6353
2012,0,0,300000,70,2,16,452,2449
2003,20000,10000,0,74,6,28,499,4704
2007,80000,0,0,88,6,4,117,3315
2008,580000,240000,10000,83,11,27,474,7857
2010,0,0,20000,84,1,4,38,3529
2009,750000,10000,10000,95,10,16,448,4847
1999,150000,100000,0,63,7,14,21,237
2009,90000,10000,0,90,6,25,254,8664
1999,560000,380000,280000,97,7,14,317,1627
2014,0,0,10000,68,3,18,277,476
2004,150000,40000,0,80,10,7,131,4979
2004,0,0,70000,97,5,6,329,2281
2006,160000,10000,290000,71,7,4,329,1095
2001,90000,70000,0,58,1,15,4,8344
2009,510000,250000,90000,67,0,27,406,588
2004,210000,170000,0,67,7,15,317,3353
2011,10000,90000,0,91,6,16,68,6219
2005,120000,40000,160000,85,5,6,329,1819
2011,420000,220000,0,63,9,27,254,5278
2012,550000,320000,30000,99,0,16,442,8088
2003,40000,10000,0,93,11,28,406,8547
2007,180000,0,0,96,8,27,21,6733
2006,1400000,880000,30000,69,2,15,442,8283
2006,1220000,60000,20000,66,3,25,474,5932
2016,90000,130000,0,55,11,13,448,6590
2016,60000,0,0,79,0,17,227,6737
2006,10000,10000,0,54,4,15,406,7143
2010,270000,40000,0,75,10,27,210,1356
2005,240000,90000,0,73,0,6,21,6577
2000,130000,90000,0,81,10,14,414,5014
2013,10000,50000,0,95,3,25,104,7470
2010,60000,0,0,63,3,4,442,593
2014,130000,10000,0,86,9,2,318,3036
2010,70000,0,0,59,0,16,16,4213
2006,1070000,40000,20000,52,10,15,131,4884
2002,160000,130000,290000,57,7,15,474,8406
2015,0,10000,0,87,0,2,478,3170
2001,200000,150000,0,69,6,15,17,26
2004,130000,100000,0,92,0,15,474,6137
2001,670000,530000,0,86,10,15,17,1462
2011,150000,50000,0,66,0,4,442,3857
2009,410000,0,0,91,3,25,251,3562
2013,80000,10000,0,84,0,4,495,2993
2006,50000,0,0,50,8,4,51,5583
2004,20000,10000,0,88,0,28,397,2627
2006,280000,220000,0,75,0,15,317,5092
2011,10000,20000,0,53,5,13,55,6267
2002,30000,10000,0,92,10,28,298,5977
2008,180000,220000,0,82,10,25,131,1043
2009,470000,290000,0,95,0,16,21,3888
2013,240000,140000,70000,66,4,2,406,6760
2003,50000,10000,0,91,0,7,131,6821
1999,3400000,1300000,150000,83,4,5,329,7122
1998,0,20000,0,79,11,13,492,3160
2010,120000,30000,0,71,0,16,442,4281
2007,310000,30000,760000,65,10,16,414,3185
2003,0,0,490000,83,3,15,317,7288
1998,0,0,50000,67,6,14,238,478
2013,20000,0,10000,84,1,16,38,8583
1984,680000,160000,410000,79,8,11,329,3152
2003,400000,20000,0,64,10,28,131,4932
2014,390000,230000,0,71,8,29,131,5564
2006,1170000,770000,20000,75,0,27,442,6282
2003,20000,10000,0,88,4,6,256,6663
2006,150000,120000,340000,92,0,15,82,5298
2003,90000,70000,0,59,10,15,298,5019
2012,50000,50000,0,78,2,19,414,5958
2008,20000,0,0,77,4,25,217,2690
2007,0,0,130000,80,7,15,406,6540
1999,20000,0,0,51,10,10,52,7096
2008,1100000,30000,60000,87,10,25,474,2775
2007,0,40000,0,72,9,13,307,1137
1996,70000,50000,380000,54,1,14,13,1160
2011,100000,60000,0,86,9,16,512,172
1998,120000,80000,0,78,10,14,156,5011
2010,0,0,20000,57,1,16,30,8122
2014,0,0,30000,80,1,19,215,95
2015,10000,10000,40000,92,7,19,332,2812
2011,60000,60000,0,82,0,27,131,5886
2006,160000,0,100000,89,4,4,82,4398
2013,970000,300000,0,72,2,27,495,3328
2008,310000,170000,70000,96,8,16,82,4028
2005,410000,10000,0,72,0,15,21,2299
2006,80000,0,0,93,0,18,82,8212
2013,210000,120000,130000,68,7,16,317,7315
2008,60000,20000,0,53,10,4,131,2239
2013,70000,150000,0,63,0,27,254,5728
2010,120000,130000,0,96,8,18,131,362
2007,780000,510000,0,85,3,4,391,3076
2005,620000,240000,0,50,4,6,21,4138
2006,0,0,80000,70,3,4,474,4519
2002,180000,70000,0,62,6,6,262,105
2008,430000,90000,40000,57,0,25,82,5273
2010,90000,0,40000,79,7,16,93,5963
2008,690000,0,0,88,2,15,442,8284
2008,30000,0,0,56,0,4,348,5548
2009,0,0,60000,61,11,25,317,6230
2008,0,0,30000,71,1,4,104,2626
2004,40000,10000,0,80,1,7,88,6382
2012,120000,20000,20000,96,0,27,406,259
2001,400000,270000,0,71,2,14,21,8575
2011,0,20000,0,68,1,4,279,2102
2005,110000,40000,0,59,0,6,442,5670
2010,30000,20000,0,90,0,15,495,7618
2007,110000,0,40000,78,0,25,452,6327
2007,190000,0,30000,64,10,25,82,8364
2009,0,0,190000,68,10,4,254,5660
2001,130000,50000,310000,60,7,6,329,7277
1997,760000,300000,120000,66,3,5,329,2638
2011,70000,0,0,100,5,2,474,5816
1996,0,0,240000,81,7,22,423,2555
1996,150000,100000,0,94,10,14,414,4939
2011,1010000,600000,0,70,0,25,264,3903
1997,10000,10000,0,95,6,14,168,843
2002,90000,30000,10000,66,2,28,82,4285
2006,60000,20000,0,50,8,28,474,2311
2011,170000,60000,40000,98,2,16,391,7571
2010,740000,250000,0,71,6,27,406,6757
2001,210000,0,0,66,10,25,21,7907
2005,170000,140000,0,98,10,15,509,929
2008,40000,30000,30000,54,2,15,217,7558
1981,220000,10000,0,57,8,0,281,1434
2006,240000,0,10000,82,10,16,414,4843
2010,50000,160000,0,60,11,18,414,3356
2012,0,10000,0,64,6,25,279,8053
2006,120000,40000,0,68,9,6,442,5436
2010,70000,20000,0,97,8,18,474,7865
2009,90000,0,0,88,0,4,104,400
1996,0,0,230000,72,5,5,329,7415
2006,0,0,70000,68,0,25,6,6489
2009,140000,30000,0,93,0,15,495,6364
1997,60000,10000,0,97,6,10,13,144
2015,0,10000,0,58,0,25,263,4615
2006,70000,10000,20000,57,8,27,51,854
1996,230000,150000,0,76,3,14,134,5734
2011,60000,10000,0,97,9,4,21,8727
2007,0,0,30000,74,0,18,478,2568
2007,60000,0,0,85,5,4,422,330
2000,290000,230000,380000,76,7,15,478,7059
2004,70000,130000,0,76,8,13,264,6948
2007,0,40000,0,54,6,13,131,5124
2008,660000,440000,40000,80,8,16,474,7877
2009,70000,0,60000,80,7,18,53,3098
2004,100000,80000,0,68,7,15,474,7442
2011,0,20000,0,69,3,16,107,1416
2007,0,20000,0,52,7,13,131,3075
1998,140000,100000,0,79,2,14,461,2152
2011,120000,30000,0,79,9,4,21,8731
2009,60000,0,0,85,10,27,448,4095
1996,0,0,90000,84,5,14,254,7839
2011,60000,90000,0,96,3,25,442,8778
1992,0,0,220000,86,4,22,210,7087
2009,260000,140000,0,93,0,4,21,7994
2011,140000,150000,0,67,3,27,448,993
2003,880000,1030000,0,50,0,15,474,5705
2002,10000,10000,0,63,10,15,254,2154
2009,240000,120000,0,77,0,4,51,2707
2011,130000,90000,270000,78,7,18,422,2394
2010,250000,0,0,65,3,4,495,6441
2001,180000,140000,0,63,10,15,254,2053
2006,10000,0,0,81,5,4,6,1055
2000,90000,20000,0,59,6,10,21,8214
1990,0,0,1390000,86,7,11,423,2391
2007,50000,0,0,73,0,4,53,5302
2011,80000,10000,0,87,11,4,448,1785
2007,50000,10000,0,62,1,4,474,901
1981,290000,20000,0,62,0,0,281,401
1996,0,0,120000,79,11,20,452,6336
2000,280000,220000,230000,86,9,15,474,336
2008,140000,10000,0,99,9,25,272,8746
1991,0,0,330000,60,10,22,61,549
2003,530000,140000,0,96,2,7,464,5077
1989,450000,20000,0,65,0,0,21,1807
2015,20000,110000,190000,95,0,2,329,1672
2009,2030000,130000,0,54,10,16,131,4146
2007,220000,40000,10000,51,9,25,329,8004
2008,100000,0,0,78,2,15,298,7250
2016,10000,0,0,93,0,29,234,5716
2007,250000,230000,0,85,0,25,448,4219
2013,30000,40000,0,95,3,4,104,7470
2011,530000,340000,0,92,0,27,21,6680
2010,0,0,30000,82,1,18,505,6494
2009,420000,0,0,71,0,4,442,6871
2004,790000,30000,0,74,8,15,414,3743
2010,230000,90000,0,63,11,27,422,7213
2006,250000,70000,0,90,4,7,442,6860
2002,100000,30000,0,74,2,7,17,3940
2009,0,0,250000,56,7,25,82,4629
2005,170000,60000,0,59,3,6,254,8677
2004,210000,140000,380000,78,6,4,329,5591
2008,280000,40000,0,53,6,4,495,6831
2012,410000,170000,300000,58,0,2,275,3019
2013,280000,150000,0,74,8,16,21,7737
2003,180000,50000,0,60,10,28,131,4945
2003,0,0,290000,100,10,6,254,5666
2011,0,0,80000,91,11,18,20,3697
2000,150000,110000,0,67,4,15,474,5923
2012,0,0,50000,63,0,2,259,2866
2005,340000,170000,0,70,0,28,474,5469
1997,0,0,380000,84,11,14,414,5468
2015,2990000,3490000,220000,90,8,17,131,6929
2008,120000,0,0,89,0,25,442,1575
2002,10000,0,0,69,5,7,249,2079
2011,0,0,330000,97,0,16,19,6425
2016,0,30000,0,88,9,13,49,8000
2002,0,0,140000,67,0,6,82,2923
1994,950000,140000,0,88,10,8,17,4880
2007,350000,1060000,20000,79,10,16,131,2224
2007,0,0,80000,50,10,4,254,5724
1999,630000,270000,0,95,2,10,131,3823
2009,0,40000,0,88,11,13,373,5563
1999,520000,240000,380000,80,1,3,406,6478
2006,0,40000,0,93,9,13,474,3252
2009,360000,290000,0,51,0,25,21,3313
1999,40000,10000,0,57,2,10,223,2368
1994,0,0,80000,73,2,8,406,8701
2010,520000,80000,10000,99,4,16,414,7708
2011,40000,0,0,87,8,2,51,1047
2011,20000,0,0,74,8,13,491,7518
2006,110000,80000,0,57,7,15,391,2861
2010,0,20000,0,100,7,13,107,1732
1982,1480000,90000,0,97,4,0,51,4237
2010,50000,10000,0,74,3,4,167,3570
2016,110000,240000,0,98,8,13,131,570
2016,10000,0,0,63,0,29,337,1452
2013,80000,160000,0,100,6,27,88,2597
2005,40000,10000,0,67,3,28,134,7299
2001,1190000,710000,220000,96,4,6,406,6743
2014,100000,130000,0,80,8,16,6,6715
2009,0,40000,0,76,1,13,107,672
1998,270000,180000,0,57,2,14,21,8564
2002,120000,30000,0,56,10,7,406,4856
2005,370000,140000,0,91,1,6,121,7425
2004,70000,50000,0,78,0,15,254,3760
2013,0,0,20000,57,1,18,104,8241
2004,810000,630000,0,60,10,15,298,4861
2003,130000,50000,0,88,4,6,131,4010
2003,130000,50000,0,62,10,6,58,6878
1995,0,0,300000,86,2,14,464,6518
2011,500000,590000,70000,80,8,16,422,1586
2003,240000,180000,0,53,3,15,51,3446
2010,0,0,410000,86,3,18,317,90
2010,0,0,40000,63,0,4,317,1735
2016,0,0,30000,61,0,17,452,6328
2004,230000,90000,0,67,0,6,254,7357
2007,0,0,20000,98,9,4,254,3618
2013,1210000,750000,0,76,4,25,21,6679
1999,0,0,540000,62,7,5,223,4348
2008,420000,0,0,92,1,4,442,251
2006,1530000,1600000,60000,96,6,16,414,4706
2005,60000,40000,470000,81,7,15,422,6161
2002,70000,30000,0,83,4,6,474,1724
1998,10000,10000,0,91,0,14,402,3366
2008,460000,470000,0,100,0,25,495,2881
2013,0,0,10000,60,1,18,73,3369
2006,10000,720000,120000,80,10,18,254,8422
2007,160000,0,0,54,10,16,448,1200
2004,260000,10000,0,82,0,4,21,6579
2009,80000,0,0,95,3,4,272,8471
1998,990000,640000,0,57,4,14,21,7974
2007,0,0,30000,60,11,15,75,2620
2016,10000,40000,10000,86,0,19,474,375
2004,60000,20000,0,72,3,28,254,3656
2005,1220000,50000,0,98,6,15,448,4493
2014,0,30000,0,67,7,13,474,4509
2007,240000,190000,0,93,4,15,442,5177
2006,380000,10000,100000,98,8,4,329,6908
2003,90000,70000,0,66,7,15,51,7
2011,0,0,20000,91,3,18,356,1386
2008,10000,10000,0,52,3,15,474,7949
2008,0,0,20000,97,2,25,317,1379
2006,80000,20000,0,54,8,7,130,662
2009,170000,40000,0,94,7,18,21,4290
2006,10000,0,0,74,3,6,121,7456
2010,0,0,20000,96,1,18,215,6492
2000,140000,10000,0,66,10,0,51,3156
2013,0,0,10000,100,1,18,347,5100
2012,0,0,190000,97,3,18,420,1424
2015,0,0,190000,70,0,2,82,2838
2009,240000,0,0,87,9,25,317,8363
1999,30000,20000,0,98,0,14,378,2587
2000,100000,70000,0,82,0,14,448,481
2008,90000,400000,0,60,0,27,448,7933
2010,170000,0,0,78,5,4,428,3464
2006,0,0,20000,50,3,15,504,8618
2015,270000,310000,0,88,1,16,306,4524
2002,390000,110000,0,88,10,28,131,4931
2014,0,0,790000,61,7,2,422,1885
2010,20000,0,0,50,8,13,21,3415
2014,220000,240000,0,65,8,29,406,204
2000,0,0,40000,82,5,15,414,3245
2010,290000,130000,0,80,2,25,442,8286
2010,120000,0,190000,74,7,4,53,2136
2010,40000,0,0,76,8,27,94,6124
1996,520000,360000,0,78,3,14,168,4505
2008,0,20000,0,75,0,13,21,3856
1994,0,0,530000,81,10,22,317,3384
2010,0,0,70000,63,10,25,254,8421
2006,140000,50000,70000,76,3,6,254,8689
2009,640000,340000,10000,86,4,25,406,6770
1991,320000,50000,250000,96,4,22,254,7099
2009,0,0,30000,84,0,4,395,7031
2009,10000,0,0,90,1,16,478,2945
2008,20000,140000,0,87,8,13,21,956
2011,0,170000,0,82,3,25,474,3589
2011,70000,10000,0,67,3,25,6,239
2009,120000,0,60000,76,7,25,277,304
2002,50000,20000,0,58,0,28,51,4013
2009,9010000,8490000,2530000,87,10,25,329,8395
2006,0,0,230000,79,7,4,317,1629
2008,0,0,70000,70,7,18,148,7589
2002,360000,110000,0,98,0,28,317,5378
1999,180000,80000,0,99,0,10,17,6451
2006,10000,40000,0,90,7,13,442,7815
2006,550000,210000,0,91,0,18,442,6867
2010,230000,250000,0,95,10,25,131,7785
2005,150000,110000,0,84,11,15,442,2564
2003,50000,40000,0,55,11,15,452,2000
1999,370000,0,0,71,10,10,254,778
2002,50000,20000,0,81,6,28,442,1131
2005,70000,50000,0,60,10,15,414,2845
2012,0,20000,0,70,1,13,109,777
2007,120000,0,0,53,6,4,21,4633
1999,430000,300000,0,96,2,14,82,4288
1998,1050000,160000,0,97,6,14,131,6083
2010,130000,0,0,64,10,4,115,3955
2015,0,50000,0,61,10,17,474,6192
2010,30000,20000,0,94,8,25,478,5507
1992,0,0,130000,62,8,8,406,2921
2013,370000,350000,10000,86,6,27,131,5115
2010,130000,90000,0,84,10,25,474,5860
2006,10000,0,0,94,10,28,448,5004
2007,0,0,60000,80,3,4,82,8317
2004,90000,70000,0,55,2,15,492,2361
2007,130000,0,0,99,9,4,442,5437
2011,240000,10000,0,73,8,27,21,2899
2015,270000,250000,0,100,3,26,474,3587
2009,210000,0,10000,65,10,18,131,4887
2016,0,0,120000,90,1,16,406,8610
2003,90000,30000,0,99,10,6,131,6256
1994,0,0,60000,83,6,14,414,4703
2010,0,0,20000,92,1,27,7,4423
2004,120000,40000,0,91,6,28,134,2452
2006,190000,10000,0,52,9,27,474,5341
2012,200000,330000,0,95,6,27,406,6739
2009,130000,30000,0,97,0,18,21,8570
2015,0,0,30000,79,7,19,93,3229
1998,40000,30000,0,97,11,14,211,8192
2009,60000,0,0,68,3,4,474,3411
1995,0,0,80000,70,8,14,254,1580
2013,170000,90000,0,64,0,26,474,381
2014,0,0,20000,92,7,17,93,5277
1996,90000,60000,0,64,10,14,192,8168
2011,180000,90000,0,60,2,27,474,5684
2004,180000,70000,0,75,3,6,478,1007
2008,0,0,100000,60,10,4,478,425
2007,0,50000,0,61,8,13,298,8142
2007,250000,10000,0,60,0,25,21,6579
2008,1780000,240000,0,71,3,27,131,6111
2013,0,0,380000,100,1,2,82,5513
2004,140000,50000,0,79,1,6,442,7651
2004,130000,100000,0,81,10,15,414,422
2010,420000,170000,10000,64,0,27,254,1026
2002,0,0,650000,83,11,15,61,7166
1997,500000,200000,310000,56,5,10,210,752
2007,210000,0,0,83,10,25,118,8103
2008,110000,0,0,56,8,25,474,825
2009,90000,70000,0,51,10,15,478,4907
2007,930000,10000,0,53,10,25,131,7781
2009,0,0,40000,92,1,18,452,3011
2012,140000,30000,0,60,0,26,329,5200
2008,40000,0,0,94,1,25,509,7005
2000,600000,30000,0,95,10,10,131,4154
2011,0,0,10000,79,1,18,215,1503
2006,460000,10000,20000,73,6,25,474,2601
2003,0,40000,0,91,11,13,130,5689
1998,1420000,360000,30000,92,2,14,442,8259
2005,20000,10000,0,99,5,6,509,4223
2007,50000,0,0,92,7,4,391,1982
2005,30000,10000,0,79,10,7,21,919
2008,90000,0,160000,72,7,4,53,2135
2011,370000,190000,0,88,3,25,474,7449
2007,60000,0,0,69,10,27,23,912
2005,0,0,700000,53,0,6,406,3848
2001,0,10000,0,58,11,13,489,8552
2009,880000,0,0,58,10,15,131,4146
2010,250000,0,0,83,5,25,428,3241
2008,10000,0,0,88,5,4,509,1809
2002,150000,40000,0,79,7,28,489,479
2015,60000,10000,0,73,0,26,474,3596
1999,270000,10000,0,64,10,10,131,8023
2007,3490000,10000,10000,77,3,15,21,2888
2000,70000,50000,0,96,10,14,474,7495
2016,0,0,230000,50,0,19,422,1877
2005,50000,40000,80000,99,9,15,6,343
2004,880000,690000,0,87,4,15,414,6696
2005,80000,30000,0,63,4,6,298,2077
1998,250000,170000,220000,55,2,14,423,873
2012,130000,130000,0,70,8,27,21,3417
2012,350000,350000,10000,81,0,16,442,1451
2013,0,0,40000,96,1,18,215,5246
2003,1500000,1280000,50000,50,0,15,131,7622
1996,370000,250000,0,97,8,14,254,1244
2014,0,0,20000,90,1,18,215,2614
2001,30000,0,0,50,2,25,478,7233
1997,0,0,600000,52,5,20,92,5800
2008,50000,120000,0,87,5,4,336,16
1983,430000,30000,0,79,0,0,51,2844
2007,230000,20000,0,52,0,27,442,5899
1995,0,0,200000,84,11,22,317,6235
2003,0,0,240000,78,0,15,414,5906
2011,0,0,40000,62,1,18,215,1163
2007,60000,0,0,93,4,4,51,4813
2012,0,0,110000,91,0,2,478,91
2012,0,60000,0,67,1,13,152,7724
2005,30000,10000,0,82,2,7,317,8712
2008,140000,70000,0,83,8,16,406,7463
2009,680000,150000,0,93,7,27,21,4290
2012,210000,70000,90000,52,9,16,254,8744
2005,140000,50000,0,75,3,6,317,5041
1982,1050000,60000,0,88,8,0,51,4662
2006,100000,0,0,51,0,18,492,2124
2001,290000,110000,0,58,0,6,442,6127
2008,170000,160000,0,53,0,16,406,1231
2015,120000,200000,20000,71,0,17,64,1660
2014,80000,60000,10000,63,0,19,414,2756
2011,520000,250000,0,55,8,27,448,1974
2004,0,0,200000,52,4,6,254,2272
2008,240000,0,0,71,10,25,474,7074
2014,510000,980000,60000,58,7,17,21,1607
2002,2710000,1510000,30000,53,0,15,21,6844
2014,0,140000,0,86,8,13,406,204
2006,0,0,30000,71,10,6,254,5655
2011,100000,130000,0,78,0,13,264,3903
2014,30000,20000,0,84,9,27,247,8036
1997,930000,120000,1340000,63,7,14,423,2397
2006,300000,40000,0,55,10,16,448,4858
2008,830000,0,0,69,7,4,329,2503
2015,0,0,140000,91,10,2,317,2296
1997,0,0,420000,79,7,20,406,5134
1998,10000,10000,0,63,0,14,27,6065
2010,60000,0,0,95,9,25,272,5557
2007,190000,90000,80000,91,2,18,51,1855
2016,20000,0,0,82,8,17,391,392
2007,0,40000,0,97,4,18,436,3303
2010,100000,70000,20000,91,8,27,422,2554
2006,0,0,20000,69,9,15,199,7466
2010,0,0,20000,67,7,18,254,7368
1993,0,0,120000,71,10,22,438,3008
2009,60000,0,0,50,0,25,94,1297
2007,410000,20000,0,80,7,27,296,6459
2014,2270000,900000,0,51,0,29,474,389
2007,110000,10000,0,65,6,4,131,5124
2006,140000,40000,0,54,10,7,131,2223
2009,80000,20000,0,91,9,4,131,6615
2006,0,0,80000,80,2,15,401,2878
2006,600000,620000,30000,98,8,16,21,943
2011,0,40000,90000,89,7,18,414,8385
2001,910000,60000,0,52,8,0,51,175
2011,80000,0,0,51,10,25,280,5990
2012,140000,0,0,59,10,25,448,4196
2004,90000,30000,0,98,6,28,88,7254
2016,20000,20000,20000,82,2,16,351,691
2010,70000,100000,30000,75,10,25,254,8773
2004,10000,10000,0,95,8,13,131,572
2015,10000,0,50000,55,7,19,28,2165
2001,40000,20000,0,66,7,6,254,8745
2001,0,0,90000,93,7,15,196,3967
2002,10000,10000,0,52,8,13,131,571
2011,0,0,40000,100,1,4,215,2949
2005,310000,240000,0,51,3,15,414,3430
2009,2110000,930000,120000,89,0,27,82,6005
2006,120000,10000,0,50,8,25,217,4465
2011,300000,110000,10000,50,8,27,495,2192
2009,100000,80000,0,58,10,15,448,7440
2009,80000,0,0,78,7,4,48,2374
2008,0,20000,0,69,0,13,448,857
2005,90000,30000,0,75,3,6,96,7445
2010,150000,90000,0,97,3,4,131,4602
2011,10000,50000,0,96,11,13,152,1132
2015,0,0,50000,52,1,16,36,8164
2006,10000,20000,120000,78,2,4,329,1345
1997,30000,20000,0,77,10,14,489,5023
2005,190000,0,0,83,3,18,21,8500
2013,600000,1260000,80000,93,0,16,422,7890
2002,0,0,90000,81,10,15,254,3515
1995,0,0,100000,65,8,20,17,1431
1998,0,0,80000,50,7,20,245,6687
2011,200000,60000,30000,99,1,27,115,1038
1991,0,0,320000,59,5,11,60,7414
2008,150000,0,0,85,0,4,117,861
2000,0,0,170000,54,11,24,317,7161
2015,0,0,30000,96,0,19,246,76
2010,120000,0,0,69,3,4,21,1945
2008,30000,0,0,66,6,4,436,7243
2005,0,0,190000,77,0,4,406,3849
2014,30000,40000,0,75,1,2,317,5381
2007,20000,0,0,61,6,7,478,8051
2008,90000,0,0,95,1,25,51,5400
2009,40000,0,0,87,0,4,51,7455
2003,60000,50000,0,61,6,15,88,3317
2014,20000,10000,0,73,6,16,337,4118
2011,0,0,50000,97,1,19,84,6493
2004,200000,160000,0,72,0,15,298,7715
2011,750000,510000,540000,62,7,16,317,1439
2001,30000,20000,0,95,8,15,230,2712
2003,450000,350000,0,85,0,15,254,7355
2006,0,30000,0,63,8,13,448,5695
1998,10000,10000,0,61,8,14,235,5836
2012,0,0,100000,64,7,19,317,7311
2008,40000,0,0,72,3,4,462,4610
2006,80000,60000,190000,53,7,15,254,7062
2016,20000,40000,0,82,0,29,474,7978
2011,0,60000,0,87,3,25,337,8367
2011,90000,10000,0,74,10,27,6,4484
2007,0,1120000,0,80,10,13,395,8544
2014,30000,0,0,60,1,19,454,7748
2009,1050000,530000,30000,58,4,16,414,5903
2005,130000,0,0,53,10,18,414,2845
2015,20000,0,50000,97,0,17,452,6154
2001,20000,20000,0,76,8,15,4,8323
1982,500000,30000,0,85,4,0,360,5643
2011,810000,550000,0,88,10,14,478,8027
2011,70000,0,0,61,0,25,96,4213
1981,270000,20000,0,50,0,0,478,2329
1992,1750000,250000,0,63,10,8,39,4875
2011,60000,30000,0,52,0,2,406,7764
2007,0,0,40000,97,7,16,474,2107
2007,130000,10000,0,91,5,4,497,8475
2006,0,0,20000,71,10,15,406,8224
2012,60000,200000,0,99,0,2,131,2228
2005,270000,10000,0,89,4,18,82,4381
2009,0,20000,0,91,11,13,474,7857
2002,140000,40000,0,50,4,28,131,8074
2006,30000,0,0,78,6,18,88,5857
2008,220000,120000,0,56,2,16,298,7250
2010,0,0,20000,96,1,18,7,5426
1987,70000,0,0,95,10,0,51,7089
2010,60000,30000,550000,91,0,16,475,2448
2000,140000,90000,0,73,6,14,131,2195
2002,10000,0,0,95,1,7,440,1447
2001,350000,280000,0,61,3,15,414,3435
2000,130000,90000,0,53,8,14,202,2618
2013,0,30000,0,64,10,4,104,8055
